stc_label	sentence	category
42_2017-2018_shsat_admi	2017-2018 shsat admissions test offers by sending school	Table
OUT_number of sessions	number of sessions	OUT
OUT_number of sessions	number of sessions	OUT
OUT_number of sessions	number of sessions	OUT
OUT_number of sessions	number of sessions	OUT
OUT_grade level	grade level	OUT
IN_feeder school dbn	feeder school dbn	IN
OUT_total field trips	total field trips	OUT
OUT_staff completing training	staff completing training	OUT
OUT_total k-12 regular membership plus self contained	total k-12 regular membership plus self contained	OUT
IN_count of offers	count of offers	IN
OUT_grade 11 regular membership	grade 11 regular membership	OUT
OUT_number of children in unlicensed relative care	number of children in unlicensed relative care	OUT
OUT_mathematics	mathematics	OUT
OUT_science	science	OUT
OUT_federal school code	federal school code	OUT
IN_count of testers	count of testers	IN
OUT_total benefits	total benefits	OUT
OUT_fy 14	fy 14	OUT
OUT_ytd	ytd	OUT
OUT_usu	usu	OUT
OUT_control	control	OUT
OUT_school	school	OUT
OUT_rec'd svcs	rec'd svcs	OUT
OUT_service category	service category	OUT
OUT_total vehicles	total vehicles	OUT
OUT_district	district	OUT
OUT_fy	fy	OUT
OUT_county	county	OUT
OUT_link to schoolâ€™s virtual opportunities	link to schoolâ€™s virtual opportunities	OUT
OUT_dsu	dsu	OUT
OUT_record type description	record type description	OUT
OUT_town code	town code	OUT
OUT_site borough	site borough	OUT
OUT_town	town	OUT
OUT_link to school's my schools page	link to school's my schools page	OUT
OUT_total number of children	total number of children	OUT
IN_count of students in hs admissions	count of students in hs admissions	IN
OUT_head count	head count	OUT
OUT_total mathematics % goal range	total mathematics % goal range	OUT
OUT_full-time equivalent enrollment	full-time equivalent enrollment	OUT
OUT_qr assessing student learning	qr assessing student learning	OUT
OUT_percent in temp housing	percent in temp housing	OUT
OUT_ytd % attendance	ytd % attendance	OUT
OUT_strong family- community ties score	strong family- community ties score	OUT
OUT_ytd enrollment	ytd enrollment	OUT
OUT_year	year	OUT
OUT_year	year	OUT
OUT_year	year	OUT
OUT_school name	school name	OUT
OUT_state rank 2014	state rank 2014	OUT
OUT_qr high expectations	qr high expectations	OUT
OUT_q11 r1 c3	q11 r1 c3	OUT
OUT_percent proficient	percent proficient	OUT
OUT_total tested	total tested	OUT
OUT_school year	school year	OUT
OUT_school year	school year	OUT
OUT_pct of cohort achieving apm	pct of cohort achieving apm	OUT
IN_feeder school name	feeder school name	IN
OUT_college name	college name	OUT
OUT_school age	school age	OUT
