stc_label	sentence	category
40_2017_â€“_2018_antici	2017 â€“ 2018 anticipated bilingual education programs	Table
OUT_total field trips	total field trips	OUT
OUT_special ed resource membership	special ed resource membership	OUT
OUT_special ed resource membership	special ed resource membership	OUT
OUT_meet 2018 annual	meet 2018 annual	OUT
OUT_number of sessions	number of sessions	OUT
OUT_state operating cost	state operating cost	OUT
OUT_sector type	sector type	OUT
OUT_grade	grade	OUT
OUT_county name	county name	OUT
OUT_county name	county name	OUT
OUT_type of school	type of school	OUT
OUT_tap college name	tap college name	OUT
OUT_sam #	sam #	OUT
OUT_grade 8 regular membership	grade 8 regular membership	OUT
OUT_utah	utah	OUT
IN_language	language	IN
OUT_operating cost per student	operating cost per student	OUT
OUT_type	type	OUT
OUT_work type	work type	OUT
OUT_college or institution name	college or institution name	OUT
OUT_district	district	OUT
OUT_district	district	OUT
OUT_district	district	OUT
OUT_dsu	dsu	OUT
OUT_count of testers	count of testers	OUT
OUT_unique destinations	unique destinations	OUT
IN_program	program	IN
OUT_municipality	municipality	OUT
OUT_shape st ar	shape st ar	OUT
OUT_total compensation	total compensation	OUT
OUT_unemployment insurance	unemployment insurance	OUT
OUT_city	city	OUT
OUT_town code	town code	OUT
OUT_total benefits	total benefits	OUT
OUT_count	count	OUT
OUT_headcount type	headcount type	OUT
OUT_headcount type	headcount type	OUT
OUT_discipline	discipline	OUT
OUT_metric value	metric value	OUT
OUT_score	score	OUT
OUT_total	total	OUT
OUT_count hispanic latino	count hispanic latino	OUT
OUT_collaborative teachers - survey percent positive	collaborative teachers - survey percent positive	OUT
OUT_growth math all students possible	growth math all students possible	OUT
OUT_grade 3 end year	grade 3 end year	OUT
IN_school name	school name	IN
OUT_q16 c3 r3	q16 c3 r3	OUT
IN_school type	school type	IN
OUT_year	year	OUT
OUT_pct level 4	pct level 4	OUT
OUT_grade 1	grade 1	OUT
OUT_feeder school name	feeder school name	OUT
OUT_feeder school name	feeder school name	OUT
OUT_grade 4	grade 4	OUT
OUT_category	category	OUT
OUT_category	category	OUT
OUT_school age	school age	OUT
OUT_percent partially receiving	percent partially receiving	OUT
OUT_student category	student category	OUT
OUT_is dual immersion	is dual immersion	OUT
