stc_label	sentence	category
85_midday_trips	midday trips	Table
OUT_number of children in unlicensed relative care	number of children in unlicensed relative care	OUT
IN_total field trips	total field trips	IN
OUT_subject	subject	OUT
OUT_number of sessions	number of sessions	OUT
IN_total passengers	total passengers	IN
OUT_fy 12	fy 12	OUT
OUT_program type	program type	OUT
OUT_number of offers	number of offers	OUT
OUT_utah	utah	OUT
OUT_md earn wne	md earn wne	OUT
OUT_school3 definition	school3 definition	OUT
OUT_grade	grade	OUT
OUT_grade	grade	OUT
OUT_school	school	OUT
OUT_service category	service category	OUT
OUT_type	type	OUT
OUT_school district	school district	OUT
OUT_school district	school district	OUT
OUT_lgbtqgnc training - admin	lgbtqgnc training - admin	OUT
OUT_teachers secondary	teachers secondary	OUT
OUT_description of code	description of code	OUT
IN_total vehicles	total vehicles	IN
OUT_district	district	OUT
OUT_county	county	OUT
OUT_name	name	OUT
IN_unique destinations	unique destinations	IN
IN_opt code	opt code	IN
OUT_health insurance	health insurance	OUT
OUT_shape st le	shape st le	OUT
OUT_percent public assistance total	percent public assistance total	OUT
OUT_subcategory	subcategory	OUT
OUT_counties	counties	OUT
OUT_room:	room:	OUT
OUT_title	title	OUT
OUT_sample site	sample site	OUT
OUT_ifs ps - individual family service plans	ifs ps - individual family service plans	OUT
OUT_town code	town code	OUT
OUT_network nam	network nam	OUT
OUT_total benefits	total benefits	OUT
OUT_total benefits	total benefits	OUT
OUT_proposed tax rate	proposed tax rate	OUT
OUT_college career rate historic avg similar schls	college career rate historic avg similar schls	OUT
OUT_teachers special education	teachers special education	OUT
OUT_head count	head count	OUT
OUT_num of ap total exams taken	num of ap total exams taken	OUT
OUT_q11 r3 c3	q11 r3 c3	OUT
OUT_count asian non hispanic	count asian non hispanic	OUT
OUT_school dbn	school dbn	OUT
OUT_ytd enrollment	ytd enrollment	OUT
OUT_school name	school name	OUT
OUT_state rank 2014	state rank 2014	OUT
IN_school year	school year	IN
OUT_level 3 %	level 3 %	OUT
OUT_level 2 %	level 2 %	OUT
OUT_num level 4	num level 4	OUT
OUT_trust score	trust score	OUT
OUT_num achieving apm	num achieving apm	OUT
OUT_cohort year	cohort year	OUT
OUT_grade 6	grade 6	OUT
OUT_percent partially receiving	percent partially receiving	OUT
