stc_label	sentence	category
11_2012_nyc_general_edu	2012 nyc general education school survey	Table
OUT_growth science below proficient	growth science below proficient	OUT
OUT_num level 3 and 4	num level 3 and 4	OUT
OUT_student satisfaction 2013	student satisfaction 2013	OUT
IN_total communication score	total communication score	IN
IN_total engagement score	total engagement score	IN
OUT_college career rate 2012	college career rate 2012	OUT
OUT_ytd enrollment	ytd enrollment	OUT
OUT_ytd enrollment	ytd enrollment	OUT
OUT_quality review year	quality review year	OUT
IN_parent response rate	parent response rate	IN
IN_student response rate	student response rate	IN
IN_teacher response rate	teacher response rate	IN
IN_total safety and respect score	total safety and respect score	IN
IN_school name	school name	IN
IN_total academic expectations score	total academic expectations score	IN
IN_school type	school type	IN
OUT_cohort	cohort	OUT
OUT_school year	school year	OUT
OUT_full-time equivalent enrollment	full-time equivalent enrollment	OUT
OUT_year	year	OUT
OUT_year	year	OUT
OUT_year	year	OUT
OUT_year	year	OUT
OUT_year	year	OUT
OUT_q17 c3 r4	q17 c3 r4	OUT
OUT_total	total	OUT
OUT_preschool age	preschool age	OUT
OUT_q18 c3 r1	q18 c3 r1	OUT
OUT_metric value	metric value	OUT
OUT_state student count	state student count	OUT
OUT_student count	student count	OUT
OUT_full time health teachers	full time health teachers	OUT
OUT_proposed tax rate	proposed tax rate	OUT
OUT_proposed tax rate	proposed tax rate	OUT
OUT_headcount type	headcount type	OUT
OUT_qr instruction	qr instruction	OUT
OUT_month	month	OUT
OUT_network num	network num	OUT
OUT_number of sessions	number of sessions	OUT
OUT_q23 c3 r1	q23 c3 r1	OUT
OUT_special ed resource membership	special ed resource membership	OUT
OUT_number of students	number of students	OUT
OUT_count of offers	count of offers	OUT
OUT_number of children in unlicensed relative care	number of children in unlicensed relative care	OUT
OUT_snow	snow	OUT
OUT_state head start # of funded spaces	state head start # of funded spaces	OUT
OUT_sam link	sam link	OUT
OUT_city	city	OUT
OUT_section	section	OUT
OUT_section	section	OUT
OUT_subject area	subject area	OUT
OUT_nation	nation	OUT
OUT_nation	nation	OUT
OUT_ytd	ytd	OUT
OUT_county	county	OUT
OUT_district	district	OUT
OUT_type of institution or organization	type of institution or organization	OUT
OUT_lgbtqgnc training - admin	lgbtqgnc training - admin	OUT
OUT_school	school	OUT
OUT_school district	school district	OUT
