stc_label	sentence	category
44_house_bill_2402_gran	house bill 2402 grantee list	Table
OUT_number of prescriptions	number of prescriptions	OUT
OUT_enrollees - age	enrollees - age	OUT
OUT_fiscal year end	fiscal year end	OUT
OUT_file date	file date	OUT
OUT_single member council districts	single member council districts	OUT
OUT_fiscal quarter key	fiscal quarter key	OUT
OUT_total rate	total rate	OUT
OUT_intake condition	intake condition	OUT
OUT_ab boarding homes - other - cases	ab boarding homes - other - cases	OUT
OUT_date	date	OUT
OUT_fiscal quarter	fiscal quarter	OUT
OUT_town	town	OUT
OUT_childhood blood lead level screening	childhood blood lead level screening	OUT
OUT_county name	county name	OUT
OUT_fiscal quarter start date	fiscal quarter start date	OUT
OUT_eeo category description	eeo category description	OUT
OUT_program	program	OUT
OUT_fiscal quarter end date	fiscal quarter end date	OUT
OUT_fiscal year	fiscal year	OUT
OUT_boundaries single member districts	boundaries single member districts	OUT
OUT_services per beneficiary	services per beneficiary	OUT
OUT_fiscal year start	fiscal year start	OUT
OUT_month year	month year	OUT
OUT_number of programs	number of programs	OUT
OUT_enrollment status - previously enrolled	enrollment status - previously enrolled	OUT
OUT_total plan selections	total plan selections	OUT
OUT_state name	state name	OUT
OUT_ab total boarding homes - payments	ab total boarding homes - payments	OUT
IN_org name	org name	IN
OUT_ab boarding homes - dds payments	ab boarding homes - dds payments	OUT
OUT_morphine milligram equivalents	morphine milligram equivalents	OUT
OUT_department name	department name	OUT
OUT_completion rate - 1 year or less	completion rate - 1 year or less	OUT
OUT_quarter number	quarter number	OUT
OUT_assault	assault	OUT
OUT_date time	date time	OUT
OUT_adm month	adm month	OUT
OUT_cost per beneficiary	cost per beneficiary	OUT
OUT_percent of prescriptions	percent of prescriptions	OUT
OUT_frequency	frequency	OUT
OUT_laboratory type is private lab	laboratory type is private lab	OUT
OUT_plan selections	plan selections	OUT
OUT_month	month	OUT
OUT_data as of	data as of	OUT
OUT_neighborhood planning areas	neighborhood planning areas	OUT
