stc_label	sentence	category
6_carbon_dioxide_emiss	carbon dioxide emissions in utah by energy sector, 1980-2010	Table
IN_residential	residential	IN
OUT_other industrial	other industrial	OUT
OUT_municipality	municipality	OUT
IN_industrial	industrial	IN
OUT_total board $	total board $	OUT
IN_transportation	transportation	IN
OUT_the geom	the geom	OUT
OUT_applicant	applicant	OUT
OUT_lead agency	lead agency	OUT
OUT_date	date	OUT
OUT_coke plants	coke plants	OUT
OUT_residential & commercial	residential & commercial	OUT
IN_commercial	commercial	IN
OUT_extension	extension	OUT
OUT_regular gas price	regular gas price	OUT
OUT_all grades gas price	all grades gas price	OUT
IN_year	year	IN
OUT_status	status	OUT
OUT_year / month	year / month	OUT
OUT_other biomass	other biomass	OUT
OUT_conservation & dev fund board $	conservation & dev fund board $	OUT
OUT_wind	wind	OUT
OUT_location	location	OUT
IN_electric power	electric power	IN
OUT_acct num	acct num	OUT
IN_total	total	IN
OUT_well code	well code	OUT
OUT_shape len	shape len	OUT
OUT_complete status	complete status	OUT
OUT_well status	well status	OUT
OUT_cities water loan fund board $	cities water loan fund board $	OUT
OUT_acres	acres	OUT
OUT_total sum all	total sum all	OUT
OUT_kind of tree	kind of tree	OUT
OUT_com seco use	com seco use	OUT
OUT_propane receipts	propane receipts	OUT
OUT_gasoline deliveries	gasoline deliveries	OUT
OUT_res seco use	res seco use	OUT
OUT_region	region	OUT
OUT_solar	solar	OUT
OUT_geo area	geo area	OUT
OUT_farm	farm	OUT
OUT_quantity	quantity	OUT
OUT_prod form 4	prod form 4	OUT
OUT_condensate receipts	condensate receipts	OUT
OUT_prod form 3	prod form 3	OUT
OUT_condensate ending stocks	condensate ending stocks	OUT
OUT_gasoline beginning stocks	gasoline beginning stocks	OUT
OUT_county fips code	county fips code	OUT
OUT_company	company	OUT
OUT_ethane ending stocks	ethane ending stocks	OUT
OUT_application type	application type	OUT
OUT_coalfield	coalfield	OUT
OUT_operator	operator	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_2002 production	2002 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2013 production	2013 production	OUT
OUT_2011 production	2011 production	OUT
OUT_2007 production	2007 production	OUT
OUT_2008 gross production	2008 gross production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2009 production	2009 production	OUT
OUT_2007 gross production	2007 gross production	OUT
OUT_rank	rank	OUT
OUT_2003 gross production	2003 gross production	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_cumulative production	cumulative production	OUT
OUT_field	field	OUT
OUT_% total estimated recoverable reserves	% total estimated recoverable reserves	OUT
OUT_1987	1987	OUT
OUT_2002	2002	OUT
OUT_colorado pipeline only	colorado pipeline only	OUT
OUT_2013	2013	OUT
OUT_2001	2001	OUT
OUT_2003	2003	OUT
OUT_2005	2005	OUT
OUT_2008	2008	OUT
OUT_1997	1997	OUT
OUT_1993	1993	OUT
OUT_1996	1996	OUT
OUT_1999	1999	OUT
OUT_2006	2006	OUT
OUT_2009	2009	OUT
OUT_1995	1995	OUT
OUT_underground estimated recoverable reserves	underground estimated recoverable reserves	OUT
OUT_surface estimated recoverable reserves	surface estimated recoverable reserves	OUT
OUT_total recoverable reserves at producing mines	total recoverable reserves at producing mines	OUT
OUT_surface recoverable reserves at producing mines	surface recoverable reserves at producing mines	OUT
OUT_neral ownership % federal	neral ownership % federal	OUT
OUT_surface ownership % federal	surface ownership % federal	OUT
OUT_activity conducting organization text	activity conducting organization text	OUT
OUT_% total demonstrated reserve base	% total demonstrated reserve base	OUT
OUT_property type	property type	OUT
OUT_agreement	agreement	OUT
OUT_mod	mod	OUT
OUT_mineral ownership % state	mineral ownership % state	OUT
OUT_1st max hour	1st max hour	OUT
OUT_contact name	contact name	OUT
OUT_agree type	agree type	OUT
OUT_petro type	petro type	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
OUT_short description	short description	OUT
OUT_mineral ownership % private	mineral ownership % private	OUT
OUT_res pot gpcd	res pot gpcd	OUT
OUT_borough	borough	OUT
OUT_property name	property name	OUT
OUT_unconventional ind	unconventional ind	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_application id	application id	OUT
OUT_biomass wood & derived fuels	biomass wood & derived fuels	OUT
OUT_surface ownership % state	surface ownership % state	OUT
OUT_parameter name	parameter name	OUT
OUT_comment begin date	comment begin date	OUT
OUT_other known i ds	other known i ds	OUT
OUT_com pot gpcd	com pot gpcd	OUT
OUT_sample collection equipment name	sample collection equipment name	OUT
OUT_conservation	conservation	OUT
OUT_inspection type	inspection type	OUT
OUT_permit type	permit type	OUT
OUT_company city	company city	OUT
OUT_permit expiration date	permit expiration date	OUT
OUT_comment end date	comment end date	OUT
OUT_inspection date	inspection date	OUT
OUT_year est	year est	OUT
OUT_company state	company state	OUT
OUT_rep acres	rep acres	OUT
OUT_total gpcd	total gpcd	OUT
OUT_disc well	disc well	OUT
OUT_organization identifier	organization identifier	OUT
OUT_precision value	precision value	OUT
OUT_spud date	spud date	OUT
OUT_company name	company name	OUT
OUT_datum	datum	OUT
OUT_discharge units	discharge units	OUT
OUT_geothermal	geothermal	OUT
OUT_city	city	OUT
OUT_company address	company address	OUT
OUT_facility state	facility state	OUT
OUT_ins pot gpcd	ins pot gpcd	OUT
OUT_location uncertainty statement	location uncertainty statement	OUT
OUT_result value type name	result value type name	OUT
OUT_municipality name	municipality name	OUT
OUT_total state generation	total state generation	OUT
OUT_data source name	data source name	OUT
OUT_gis acres	gis acres	OUT
OUT_site num	site num	OUT
OUT_pct diff	pct diff	OUT
OUT_comments	comments	OUT
OUT_year end date	year end date	OUT
OUT_facility zip	facility zip	OUT
OUT_company zip	company zip	OUT
OUT_b mg l	b mg l	OUT
OUT_pa house districts	pa house districts	OUT
OUT_fe mg l	fe mg l	OUT
OUT_method description text	method description text	OUT
OUT_facility name	facility name	OUT
OUT_location 1	location 1	OUT
OUT_analysis start date	analysis start date	OUT
OUT_registration number	registration number	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_pa senatorial districts	pa senatorial districts	OUT
OUT_activity end date	activity end date	OUT
OUT_pa school districts	pa school districts	OUT
OUT_method name	method name	OUT
OUT_percent renewable	percent renewable	OUT
OUT_parameter code	parameter code	OUT
OUT_result time basis text	result time basis text	OUT
OUT_zip codes	zip codes	OUT
OUT_county name	county name	OUT
OUT_sampling feature name	sampling feature name	OUT
OUT_units of measure	units of measure	OUT
OUT_county	county	OUT
OUT_result laboratory comment text	result laboratory comment text	OUT
OUT_counties	counties	OUT
OUT_statistical base code	statistical base code	OUT
OUT_label	label	OUT
OUT_school districts	school districts	OUT
OUT_springs sup	springs sup	OUT
OUT_underground demonstrated reserve base	underground demonstrated reserve base	OUT
OUT_specimen description	specimen description	OUT
OUT_range	range	OUT
OUT_municipality boundary	municipality boundary	OUT
OUT_floor level tested	floor level tested	OUT
OUT_total demonstrated reserve base	total demonstrated reserve base	OUT
OUT_total dry	total dry	OUT
OUT_municipalities	municipalities	OUT
OUT_from shale gas wells	from shale gas wells	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_from oil wells	from oil wells	OUT
OUT_from gas wells	from gas wells	OUT
OUT_extraction loss	extraction loss	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_total 2005 gas production million cf	total 2005 gas production million cf	OUT
