stc_label	sentence	category
37_new_well_inspections	new well inspections fy 2015-2020 environmental protection	Table
IN_inspection type	inspection type	IN
OUT_location 1	location 1	OUT
OUT_certification indicator	certification indicator	OUT
OUT_county code	county code	OUT
OUT_4th max date time	4th max date time	OUT
OUT_laboratory name	laboratory name	OUT
IN_inspection id	inspection id	IN
IN_pa house districts	pa house districts	IN
IN_inspection date	inspection date	IN
IN_inspection result desc	inspection result desc	IN
OUT_detection quantitation limit type name	detection quantitation limit type name	OUT
OUT_state code	state code	OUT
IN_pa school districts	pa school districts	IN
OUT_facility state	facility state	OUT
IN_pa senatorial districts	pa senatorial districts	IN
IN_pennsylvania county boundaries	pennsylvania county boundaries	IN
OUT_school districts	school districts	OUT
OUT_total demonstrated reserve base	total demonstrated reserve base	OUT
OUT_company state	company state	OUT
OUT_null data count	null data count	OUT
OUT_observation count	observation count	OUT
OUT_activity media subdivision name	activity media subdivision name	OUT
OUT_statistical base code	statistical base code	OUT
OUT_permit id	permit id	OUT
OUT_total dry	total dry	OUT
OUT_facility zip	facility zip	OUT
OUT_state land	state land	OUT
OUT_zip codes	zip codes	OUT
OUT_company address	company address	OUT
OUT_preparation start date	preparation start date	OUT
OUT_result detection condition text	result detection condition text	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_geothermal	geothermal	OUT
OUT_project identifier	project identifier	OUT
IN_year end date	year end date	IN
OUT_1st no max date time	1st no max date time	OUT
OUT_sample tissue anatomy name	sample tissue anatomy name	OUT
OUT_local site name	local site name	OUT
OUT_company name	company name	OUT
OUT_percent renewable	percent renewable	OUT
OUT_arithmetic standard dev	arithmetic standard dev	OUT
OUT_result weight basis text	result weight basis text	OUT
OUT_facility location	facility location	OUT
OUT_company zip	company zip	OUT
OUT_company city	company city	OUT
OUT_counties	counties	OUT
IN_county	county	IN
OUT_subject taxonomic name	subject taxonomic name	OUT
OUT_municipalities	municipalities	OUT
OUT_site num	site num	OUT
OUT_2nd max non overlapping value	2nd max non overlapping value	OUT
IN_spud date	spud date	IN
OUT_total renewable generation	total renewable generation	OUT
IN_municipality boundary	municipality boundary	IN
OUT_sample duration	sample duration	OUT
OUT_date of last change	date of last change	OUT
OUT_result particle size basis text	result particle size basis text	OUT
OUT_state	state	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_facility	facility	OUT
OUT_wasatch plateau	wasatch plateau	OUT
OUT_resid	resid	OUT
IN_count	count	IN
OUT_total rev	total rev	OUT
OUT_arithmetic mean	arithmetic mean	OUT
OUT_application id	application id	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_ownership	ownership	OUT
IN_conservation	conservation	IN
OUT_property name	property name	OUT
IN_configuration code	configuration code	IN
IN_client id	client id	IN
