stc_label	sentence	category
OUT_county code	county code	OUT
OUT_county name	county name	OUT
OUT_zip codes	zip codes	OUT
OUT_pennsylvania county boundaries	pennsylvania county boundaries	OUT
OUT_sampling feature type	sampling feature type	OUT
OUT_latitude	latitude	OUT
OUT_label	label	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_local site name	local site name	OUT
OUT_surface demonstrated reserve base	surface demonstrated reserve base	OUT
OUT_subject taxonomic name	subject taxonomic name	OUT
OUT_units of measure	units of measure	OUT
OUT_observation count	observation count	OUT
OUT_parameter code	parameter code	OUT
OUT_school districts	school districts	OUT
OUT_sample aquifer	sample aquifer	OUT
OUT_result weight basis text	result weight basis text	OUT
OUT_municipality boundary	municipality boundary	OUT
OUT_total dry	total dry	OUT
OUT_result particle size basis text	result particle size basis text	OUT
OUT_municipalities	municipalities	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_from shale gas wells	from shale gas wells	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
OUT_from gas wells	from gas wells	OUT
OUT_from oil wells	from oil wells	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_extraction loss	extraction loss	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_total 2002 gas production million cf	total 2002 gas production million cf	OUT
