stc_label	sentence	category
24_energy_training_prog	energy training program funding history	Table
OUT_conservation & dev fund board $	conservation & dev fund board $	OUT
OUT_cities water loan fund board $	cities water loan fund board $	OUT
OUT_revolving construction fund board $	revolving construction fund board $	OUT
OUT_year / month	year / month	OUT
OUT_lead agency	lead agency	OUT
OUT_the geom	the geom	OUT
OUT_final disposition	final disposition	OUT
OUT_applicant	applicant	OUT
OUT_residential	residential	OUT
OUT_other industrial	other industrial	OUT
OUT_date	date	OUT
OUT_geo area	geo area	OUT
OUT_premium gas price	premium gas price	OUT
IN_# of students	# of students	IN
OUT_kind of tree	kind of tree	OUT
OUT_municipality	municipality	OUT
OUT_total sum all	total sum all	OUT
OUT_electric utilities	electric utilities	OUT
OUT_industrial	industrial	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_total board $	total board $	OUT
OUT_com sec gpcd	com sec gpcd	OUT
OUT_extension	extension	OUT
OUT_regular gas price	regular gas price	OUT
OUT_propane deliveries	propane deliveries	OUT
OUT_status	status	OUT
OUT_ind seco use	ind seco use	OUT
IN_year	year	IN
OUT_total all projects	total all projects	OUT
OUT_other biomass	other biomass	OUT
IN_total funds	total funds	IN
OUT_wind	wind	OUT
OUT_county fips code	county fips code	OUT
OUT_shape len	shape len	OUT
OUT_electric power	electric power	OUT
OUT_complete status	complete status	OUT
OUT_total rcf	total rcf	OUT
OUT_acres	acres	OUT
OUT_gasoline deliveries	gasoline deliveries	OUT
OUT_solar	solar	OUT
OUT_prod form 1	prod form 1	OUT
OUT_farm	farm	OUT
OUT_quantity	quantity	OUT
OUT_prod form 4	prod form 4	OUT
OUT_season	season	OUT
OUT_condensate receipts	condensate receipts	OUT
OUT_prod form 3	prod form 3	OUT
OUT_ethane deliveries	ethane deliveries	OUT
OUT_condensate deliveries	condensate deliveries	OUT
OUT_other deliveries	other deliveries	OUT
OUT_company	company	OUT
OUT_butane beginning stocks	butane beginning stocks	OUT
OUT_marketed production	marketed production	OUT
OUT_other ending stocks	other ending stocks	OUT
OUT_ins seco use	ins seco use	OUT
OUT_total sup	total sup	OUT
OUT_tree size	tree size	OUT
OUT_butane production	butane production	OUT
OUT_other production	other production	OUT
OUT_operator	operator	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2013 production	2013 production	OUT
OUT_2011 production	2011 production	OUT
OUT_2007 production	2007 production	OUT
OUT_2008 gross production	2008 gross production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2009 production	2009 production	OUT
OUT_2007 gross production	2007 gross production	OUT
OUT_rank	rank	OUT
OUT_2003 gross production	2003 gross production	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_cumulative production	cumulative production	OUT
OUT_field	field	OUT
OUT_% total estimated recoverable reserves	% total estimated recoverable reserves	OUT
OUT_total estimated recoverable reserves	total estimated recoverable reserves	OUT
OUT_colorado pipeline only	colorado pipeline only	OUT
OUT_1987	1987	OUT
OUT_2007	2007	OUT
OUT_2013	2013	OUT
OUT_1989	1989	OUT
OUT_ind sec gpcd	ind sec gpcd	OUT
OUT_2003	2003	OUT
OUT_2011	2011	OUT
OUT_1994	1994	OUT
OUT_2000	2000	OUT
OUT_2004	2004	OUT
OUT_% total recoverable reserves at producing mines	% total recoverable reserves at producing mines	OUT
OUT_2008	2008	OUT
OUT_1997	1997	OUT
OUT_1993	1993	OUT
OUT_1999	1999	OUT
OUT_2006	2006	OUT
OUT_2009	2009	OUT
OUT_2002 rank	2002 rank	OUT
OUT_underground recoverable reserves at producing mines	underground recoverable reserves at producing mines	OUT
OUT_neral ownership % federal	neral ownership % federal	OUT
OUT_surface ownership % federal	surface ownership % federal	OUT
OUT_activity conducting organization text	activity conducting organization text	OUT
OUT_agreement	agreement	OUT
OUT_mod	mod	OUT
OUT_mineral ownership % state	mineral ownership % state	OUT
OUT_coastal zone status	coastal zone status	OUT
OUT_canada pipeline only	canada pipeline only	OUT
OUT_agree type	agree type	OUT
OUT_remediation system description	remediation system description	OUT
OUT_petro type	petro type	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
OUT_mineral ownership % private	mineral ownership % private	OUT
OUT_borough	borough	OUT
OUT_property name	property name	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_surface ownership % state	surface ownership % state	OUT
OUT_biomass wood & derived fuels	biomass wood & derived fuels	OUT
OUT_resid	resid	OUT
OUT_comment begin date	comment begin date	OUT
OUT_parameter name	parameter name	OUT
OUT_other known i ds	other known i ds	OUT
OUT_surface ownership % private	surface ownership % private	OUT
OUT_sample collection equipment name	sample collection equipment name	OUT
OUT_permit id	permit id	OUT
