stc_label	sentence	category
55_trees_planted_by_the	trees planted by the port authority of ny nj in new york city:  beginning 2008	Table
OUT_municipalities	municipalities	OUT
OUT_school districts	school districts	OUT
OUT_rep acres	rep acres	OUT
OUT_location 1	location 1	OUT
OUT_watershed code	watershed code	OUT
OUT_zip codes	zip codes	OUT
OUT_counties	counties	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_pa house districts	pa house districts	OUT
OUT_zip code	zip code	OUT
OUT_county	county	OUT
OUT_local site name	local site name	OUT
OUT_st	st	OUT
OUT_gis acres	gis acres	OUT
OUT_pa school districts	pa school districts	OUT
OUT_county name	county name	OUT
OUT_county land	county land	OUT
OUT_ag district code	ag district code	OUT
OUT_certification indicator	certification indicator	OUT
OUT_mn mg l	mn mg l	OUT
OUT_fire number	fire number	OUT
OUT_arithmetic standard dev	arithmetic standard dev	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_company name	company name	OUT
OUT_company state	company state	OUT
OUT_spud date	spud date	OUT
OUT_percent renewable	percent renewable	OUT
OUT_state land	state land	OUT
OUT_company address	company address	OUT
OUT_subunit id	subunit id	OUT
OUT_total state generation	total state generation	OUT
OUT_company zip	company zip	OUT
OUT_observation percent	observation percent	OUT
OUT_inspection type	inspection type	OUT
OUT_sample aquifer	sample aquifer	OUT
OUT_state	state	OUT
OUT_comments	comments	OUT
OUT_result weight basis text	result weight basis text	OUT
OUT_wasatch plateau	wasatch plateau	OUT
OUT_total acres	total acres	OUT
OUT_field name	field name	OUT
OUT_oh mg l	oh mg l	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_springs sup	springs sup	OUT
OUT_result laboratory comment text	result laboratory comment text	OUT
OUT_statistical cause	statistical cause	OUT
OUT_activity type code	activity type code	OUT
OUT_unspecified	unspecified	OUT
OUT_arithmetic mean	arithmetic mean	OUT
OUT_2nd max value	2nd max value	OUT
OUT_date of last change	date of last change	OUT
OUT_2nd max non overlapping value	2nd max non overlapping value	OUT
OUT_unit of measure	unit of measure	OUT
OUT_surface ownership % private	surface ownership % private	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_ind rev	ind rev	OUT
OUT_datum	datum	OUT
OUT_ownership	ownership	OUT
OUT_surface ownership % state	surface ownership % state	OUT
OUT_biomass wood & derived fuels	biomass wood & derived fuels	OUT
OUT_comment begin date	comment begin date	OUT
OUT_surface sup	surface sup	OUT
OUT_event type	event type	OUT
OUT_application id	application id	OUT
IN_property name	property name	IN
OUT_client id	client id	OUT
IN_borough	borough	IN
OUT_wells sup	wells sup	OUT
OUT_com cust	com cust	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_book cliffs	book cliffs	OUT
OUT_date received	date received	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
OUT_lease use	lease use	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_ind cust	ind cust	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_lon ss	lon ss	OUT
OUT_remediation system description	remediation system description	OUT
OUT_extraction loss	extraction loss	OUT
OUT_lease and plant use	lease and plant use	OUT
OUT_contact name	contact name	OUT
OUT_federal land	federal land	OUT
OUT_family name	family name	OUT
OUT_agreement	agreement	OUT
OUT_mod	mod	OUT
IN_property type	property type	IN
OUT_surface ownership % federal	surface ownership % federal	OUT
OUT_neral ownership % federal	neral ownership % federal	OUT
OUT_underground recoverable reserves at producing mines	underground recoverable reserves at producing mines	OUT
OUT_total recoverable reserves at producing mines	total recoverable reserves at producing mines	OUT
OUT_surface estimated recoverable reserves	surface estimated recoverable reserves	OUT
OUT_colorado pipeline only	colorado pipeline only	OUT
OUT_underground estimated recoverable reserves	underground estimated recoverable reserves	OUT
OUT_1999	1999	OUT
OUT_1996	1996	OUT
OUT_1997	1997	OUT
OUT_2008	2008	OUT
OUT_2005	2005	OUT
OUT_2013	2013	OUT
OUT_total estimated recoverable reserves	total estimated recoverable reserves	OUT
OUT_field	field	OUT
OUT_res cust	res cust	OUT
OUT_data type	data type	OUT
IN_tree size	tree size	IN
OUT_cumulative production	cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_ins seco use	ins seco use	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_fed. region	fed. region	OUT
OUT_2003 gross production	2003 gross production	OUT
OUT_rank	rank	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2007 production	2007 production	OUT
OUT_plant use	plant use	OUT
OUT_2013 production	2013 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2002 production	2002 production	OUT
OUT_domain category	domain category	OUT
OUT_geo area	geo area	OUT
OUT_program location	program location	OUT
OUT_com sec gpcd	com sec gpcd	OUT
OUT_region	region	OUT
OUT_native american	native american	OUT
OUT_operator	operator	OUT
OUT_revolving construction fund board $	revolving construction fund board $	OUT
OUT_state and fee	state and fee	OUT
OUT_cv	cv	OUT
OUT_conservation & dev fund board $	conservation & dev fund board $	OUT
OUT_acct num	acct num	OUT
IN_kind of tree	kind of tree	IN
OUT_ogo num	ogo num	OUT
