stc_label	sentence	category
40_onshore_petroleum_te	onshore petroleum tenure	Table
OUT_plant use	plant use	OUT
IN_geo area	geo area	IN
OUT_program location	program location	OUT
OUT_cv	cv	OUT
OUT_total rcf	total rcf	OUT
OUT_measure value	measure value	OUT
OUT_cities water loan fund board $	cities water loan fund board $	OUT
OUT_class people	class people	OUT
OUT_region	region	OUT
OUT_location	location	OUT
OUT_organics mt	organics mt	OUT
OUT_acct num	acct num	OUT
OUT_residential & commercial	residential & commercial	OUT
OUT_ogo num	ogo num	OUT
OUT_common name	common name	OUT
OUT_client	client	OUT
OUT_application type	application type	OUT
IN_the geom	the geom	IN
OUT_total cost / unit	total cost / unit	OUT
OUT_kind of tree	kind of tree	OUT
OUT_discovery	discovery	OUT
OUT_part	part	OUT
OUT_applicant	applicant	OUT
OUT_other industrial	other industrial	OUT
OUT_residential	residential	OUT
OUT_date	date	OUT
OUT_total cost	total cost	OUT
OUT_organics	organics	OUT
OUT_# of students	# of students	OUT
OUT_value of coal produced mill nom dollars	value of coal produced mill nom dollars	OUT
OUT_well code	well code	OUT
OUT_day	day	OUT
OUT_premium gas price	premium gas price	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_municipality	municipality	OUT
OUT_industrial	industrial	OUT
OUT_garbage	garbage	OUT
OUT_electric utilities	electric utilities	OUT
OUT_value of crude oil real dollars	value of crude oil real dollars	OUT
OUT_transportation	transportation	OUT
OUT_value of coal produced million real dollars	value of coal produced million real dollars	OUT
OUT_regular gas price	regular gas price	OUT
OUT_trans price	trans price	OUT
OUT_year	year	OUT
OUT_total consumption	total consumption	OUT
OUT_vehicle fuel	vehicle fuel	OUT
OUT_petroleum products	petroleum products	OUT
OUT_value of crude oil nominal dollars	value of crude oil nominal dollars	OUT
OUT_commercial	commercial	OUT
OUT_# of projects rcf	# of projects rcf	OUT
OUT_propane deliveries	propane deliveries	OUT
OUT_other biomass	other biomass	OUT
OUT_coke plants	coke plants	OUT
OUT_total funds	total funds	OUT
OUT_complete status	complete status	OUT
OUT_total	total	OUT
OUT_sego	sego	OUT
OUT_electric power	electric power	OUT
OUT_population	population	OUT
OUT_coal	coal	OUT
OUT_2	2	OUT
OUT_natural gas	natural gas	OUT
OUT_31	31	OUT
OUT_iso- butane receipts	iso- butane receipts	OUT
OUT_prod form 2	prod form 2	OUT
OUT_total deliveries to consumers	total deliveries to consumers	OUT
OUT_gross withdrawals	gross withdrawals	OUT
OUT_solar	solar	OUT
OUT_17	17	OUT
OUT_condensate beginning stocks	condensate beginning stocks	OUT
OUT_prod form 4	prod form 4	OUT
OUT_farm	farm	OUT
OUT_quantity	quantity	OUT
OUT_tree size	tree size	OUT
OUT_others	others	OUT
OUT_25	25	OUT
OUT_11	11	OUT
IN_company	company	IN
OUT_ethane ending stocks	ethane ending stocks	OUT
OUT_ethane production	ethane production	OUT
OUT_other ending stocks	other ending stocks	OUT
OUT_28	28	OUT
OUT_% of total	% of total	OUT
OUT_res cust	res cust	OUT
OUT_production	production	OUT
OUT_29	29	OUT
OUT_operator	operator	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_2002 production	2002 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2011 production	2011 production	OUT
OUT_2008 gross production	2008 gross production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2009 production	2009 production	OUT
OUT_2007 gross production	2007 gross production	OUT
OUT_rank	rank	OUT
OUT_2003 gross production	2003 gross production	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_cumulative production	cumulative production	OUT
OUT_field	field	OUT
OUT_2007	2007	OUT
OUT_2001	2001	OUT
OUT_1994	1994	OUT
OUT_2000	2000	OUT
OUT_1997	1997	OUT
OUT_1993	1993	OUT
OUT_2006	2006	OUT
OUT_surface estimated recoverable reserves	surface estimated recoverable reserves	OUT
OUT_total recoverable reserves at producing mines	total recoverable reserves at producing mines	OUT
OUT_2002 rank	2002 rank	OUT
OUT_underground recoverable reserves at producing mines	underground recoverable reserves at producing mines	OUT
OUT_neral ownership % federal	neral ownership % federal	OUT
OUT_property type	property type	OUT
IN_agreement	agreement	IN
OUT_mod	mod	OUT
OUT_family name	family name	OUT
OUT_mean	mean	OUT
OUT_lease and plant use	lease and plant use	OUT
IN_agree type	agree type	IN
IN_petro type	petro type	IN
OUT_hydrologic event	hydrologic event	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
