stc_label	sentence	category
43_production,_wellhead	production, wellhead price, value of crude oil in utah t3.19 1960-2013	Table
OUT_natural gas plant	natural gas plant	OUT
OUT_electric power	electric power	OUT
OUT_acres	acres	OUT
OUT_gross withdrawals	gross withdrawals	OUT
OUT_gasoline receipts	gasoline receipts	OUT
OUT_coke plants	coke plants	OUT
IN_value of crude oil nominal dollars	value of crude oil nominal dollars	IN
OUT_shape len	shape len	OUT
OUT_solar	solar	OUT
OUT_# of projects rcf	# of projects rcf	OUT
OUT_condensate beginning stocks	condensate beginning stocks	OUT
OUT_other biomass	other biomass	OUT
OUT_ethane receipts	ethane receipts	OUT
OUT_prod form 2	prod form 2	OUT
IN_value of crude oil real dollars	value of crude oil real dollars	IN
IN_year	year	IN
OUT_quantity	quantity	OUT
OUT_butane deliveries	butane deliveries	OUT
OUT_regular gas price	regular gas price	OUT
OUT_condensate receipts	condensate receipts	OUT
OUT_season	season	OUT
OUT_total use	total use	OUT
OUT_prod form 4	prod form 4	OUT
OUT_premium gas price	premium gas price	OUT
OUT_municipality	municipality	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_condensate ending stocks	condensate ending stocks	OUT
OUT_other industrial	other industrial	OUT
OUT_date	date	OUT
OUT_propane beginning stocks	propane beginning stocks	OUT
OUT_applicant	applicant	OUT
OUT_well code	well code	OUT
OUT_propane ending stocks	propane ending stocks	OUT
OUT_final disposition	final disposition	OUT
OUT_residential & commercial	residential & commercial	OUT
OUT_company	company	OUT
OUT_year / month	year / month	OUT
OUT_location	location	OUT
OUT_marketed production	marketed production	OUT
OUT_acct num	acct num	OUT
OUT_total sum all	total sum all	OUT
OUT_conservation & dev fund board $	conservation & dev fund board $	OUT
OUT_building type code	building type code	OUT
OUT_kind of tree	kind of tree	OUT
OUT_mitigation county	mitigation county	OUT
OUT_measure value	measure value	OUT
OUT_ethane production	ethane production	OUT
OUT_cities water loan fund board $	cities water loan fund board $	OUT
OUT_revolving construction fund board $	revolving construction fund board $	OUT
OUT_building purpose code	building purpose code	OUT
OUT_other ending stocks	other ending stocks	OUT
OUT_res seco use	res seco use	OUT
OUT_mitigation test type	mitigation test type	OUT
OUT_ind seco use	ind seco use	OUT
OUT_operator	operator	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_2002 production	2002 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2011 production	2011 production	OUT
OUT_res sec gpcd	res sec gpcd	OUT
OUT_tree size	tree size	OUT
OUT_2008 gross production	2008 gross production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2009 production	2009 production	OUT
OUT_2007 gross production	2007 gross production	OUT
OUT_rank	rank	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_cumulative production	cumulative production	OUT
OUT_field	field	OUT
OUT_2002	2002	OUT
OUT_1986	1986	OUT
OUT_1985	1985	OUT
OUT_colorado pipeline only	colorado pipeline only	OUT
OUT_1992	1992	OUT
OUT_2003	2003	OUT
OUT_1991	1991	OUT
OUT_1994	1994	OUT
OUT_2000	2000	OUT
OUT_1998	1998	OUT
OUT_2008	2008	OUT
OUT_2010	2010	OUT
OUT_1993	1993	OUT
OUT_1999	1999	OUT
OUT_2006	2006	OUT
OUT_2009	2009	OUT
OUT_1995	1995	OUT
OUT_underground estimated recoverable reserves	underground estimated recoverable reserves	OUT
OUT_ind sec gpcd	ind sec gpcd	OUT
OUT_surface estimated recoverable reserves	surface estimated recoverable reserves	OUT
OUT_total recoverable reserves at producing mines	total recoverable reserves at producing mines	OUT
OUT_2002 rank	2002 rank	OUT
OUT_neral ownership % federal	neral ownership % federal	OUT
OUT_surface ownership % federal	surface ownership % federal	OUT
OUT_activity conducting organization text	activity conducting organization text	OUT
OUT_agreement	agreement	OUT
OUT_mineral ownership % state	mineral ownership % state	OUT
OUT_coastal zone status	coastal zone status	OUT
OUT_canada pipeline only	canada pipeline only	OUT
OUT_contact name	contact name	OUT
OUT_agree type	agree type	OUT
OUT_remediation system description	remediation system description	OUT
OUT_petro type	petro type	OUT
OUT_hydrologic event	hydrologic event	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
OUT_ins sec gpcd	ins sec gpcd	OUT
OUT_mineral ownership % private	mineral ownership % private	OUT
OUT_date received	date received	OUT
OUT_permit effective date	permit effective date	OUT
OUT_borough	borough	OUT
OUT_town or city	town or city	OUT
OUT_property name	property name	OUT
OUT_parameter name	parameter name	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_other known i ds	other known i ds	OUT
OUT_surface ownership % state	surface ownership % state	OUT
OUT_resid	resid	OUT
OUT_com pot gpcd	com pot gpcd	OUT
OUT_event type	event type	OUT
OUT_wells sup	wells sup	OUT
OUT_surface ownership % private	surface ownership % private	OUT
OUT_sample collection equipment name	sample collection equipment name	OUT
OUT_total gpcd	total gpcd	OUT
OUT_disc well	disc well	OUT
OUT_phone number	phone number	OUT
OUT_activity media name	activity media name	OUT
OUT_company city	company city	OUT
OUT_data identifier	data identifier	OUT
OUT_poc	poc	OUT
OUT_street address	street address	OUT
OUT_comment end date	comment end date	OUT
OUT_year est	year est	OUT
OUT_pollutant standard	pollutant standard	OUT
OUT_elevation ft msl	elevation ft msl	OUT
OUT_rep acres	rep acres	OUT
OUT_measure qualifier code	measure qualifier code	OUT
OUT_activity media subdivision name	activity media subdivision name	OUT
OUT_total renewable generation	total renewable generation	OUT
OUT_company state	company state	OUT
OUT_company name	company name	OUT
OUT_result value type name	result value type name	OUT
OUT_city	city	OUT
OUT_testing device type name	testing device type name	OUT
OUT_gis acres	gis acres	OUT
OUT_field name	field name	OUT
OUT_pct diff	pct diff	OUT
OUT_activity identifier	activity identifier	OUT
OUT_year end date	year end date	OUT
OUT_from shale gas wells	from shale gas wells	OUT
OUT_organization formal name	organization formal name	OUT
OUT_arithmetic mean	arithmetic mean	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_city name	city name	OUT
OUT_pa house districts	pa house districts	OUT
OUT_other site id	other site id	OUT
OUT_rb mg l	rb mg l	OUT
OUT_location 1	location 1	OUT
OUT_analysis start date	analysis start date	OUT
OUT_pa senatorial districts	pa senatorial districts	OUT
OUT_comments	comments	OUT
OUT_long degree	long degree	OUT
OUT_activity depth altitude reference point text	activity depth altitude reference point text	OUT
OUT_facility name	facility name	OUT
OUT_pa school districts	pa school districts	OUT
OUT_method name	method name	OUT
OUT_zip code	zip code	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_state code	state code	OUT
OUT_preparation start date	preparation start date	OUT
OUT_percent renewable	percent renewable	OUT
OUT_zip codes	zip codes	OUT
OUT_sampling feature name	sampling feature name	OUT
