stc_label	sentence	category
OUT_municipality boundary	municipality boundary	OUT
OUT_statistical cause	statistical cause	OUT
OUT_municipalities	municipalities	OUT
OUT_total dry	total dry	OUT
OUT_from shale gas wells	from shale gas wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
OUT_extraction loss	extraction loss	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_total 2005 gas production million cf	total 2005 gas production million cf	OUT
OUT_total 2002 gas production million cf	total 2002 gas production million cf	OUT
